timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-01T20:53:15,codecarbon,2c1670a6-851c-4893-8175-723a89291383,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,191.96606380000597,0.0001716193796823,8.94008952859311e-07,2.8560833063132,0.0,10.0,0.0001468755866184,0.0,0.0005144427377776,0.0006613183243961,0.0,Colombia,COL,bogota d.c.,,,Windows-11-10.0.26200-SP0,3.12.4,3.2.6,6,AMD Ryzen 5 4500U with Radeon Graphics,1,1 x NVIDIA GeForce MX350,-74.1205,4.7485,7.42193603515625,machine,1.2637362637362637,0,87.13956043956044,6.467418125697544,N,1.0,0.0
2026-04-01T20:54:12,codecarbon,27982a4f-8a6b-4d4c-95a8-3d37c8e125bf,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.516933400009293,8.511414477295877e-07,5.610934848717639e-07,1.6214853120000003,0.0,10.0,4.5772003544055154e-07,0.0,2.822069444502833e-06,3.279789479943384e-06,0.0,Colombia,COL,bogota d.c.,,,Windows-11-10.0.26200-SP0,3.12.4,3.2.6,6,AMD Ryzen 5 4500U with Radeon Graphics,1,1 x NVIDIA GeForce MX350,-74.1205,4.7485,7.42193603515625,machine,0.0,0,0.0,0.0,N,1.0,0.0
